newmovieid,oldmovieid
7809,75803
3521,75805
6055,75813
7810,75816
9202,75947
4772,75985
9203,76030
6809,76054
6525,76060
1309,76077
9628,76091
1925,76093
3831,76143
6810,76173
1310,76175
1311,76251
3522,76293
3832,76301
6811,76738
8719,76743
3472,76751
7652,76763
6967,77177
6812,77191
9204,77201
4196,77206
6813,77233
7403,77266
6304,77364
8817,77414
7811,77421
4197,77427
243,77455
1312,77561
6056,77667
3833,77688
9205,77709
5644,77795
7159,77798
3156,77800
929,77841
5271,77846
4730,77866
8564,77881
9629,77893
9630,77931
7812,78034
6057,78039
6305,78041
6058,78088
5985,78103
3087,78105
7813,78116
3834,78142
8576,78160
4539,78174
4540,78209
4773,78218
8818,78264
3620,78266
5009,78316
3621,78349
3473,78467
1313,78469
1133,78499
8577,78544
5272,78574
3835,78620
9631,78626
1926,78637
3474,78703
8504,78746
930,78772
6814,78836
5983,78893
9206,78959
8684,79006
5626,79008
3475,79057
6815,79073
931,79091
244,79132
1927,79134
4173,79139
1928,79185
2813,79224
2729,79242
6551,79251
7814,79259
6306,79274
1314,79293
8565,79299
4334,79333
3088,79357
4541,79428
9632,79501
8566,79536
4774,79553
4198,79572
7815,79590
1315,79592
7673,79677
3836,79684
1316,79695
1317,79702
8593,79798
9633,79868
7816,79879
9207,79895
3837,79897
7817,79946
9208,80083
9634,80094
4335,80124
5273,80126
4542,80139
9635,80162
1929,80166
1318,80219
7818,80241
3622,80363
8567,80454
1152,80463
6816,80478
245,80489
932,80549
8568,80551
6817,80553
4199,80572
4251,80584
4200,80586
6552,80590
6028,80615
3089,80693
3838,80727
7120,80748
3623,80831
8602,80834
6471,80839
6307,80846
8819,80858
3476,80860
6059,80862
7819,80864
7707,80880
246,80906
6947,80917
6029,80969
2814,81018
3839,81087
5627,81132
4201,81156
6720,81158
6818,81191
1930,81229
6935,81257
8788,81383
3624,81417
5027,81456
5984,81512
9636,81520
3603,81535
3840,81537
2815,81562
1931,81564
1932,81591
8842,81681
4739,81782
933,81784
6013,81786
1319,81788
9209,81791
4202,81819
5815,81831
1933,81834
934,81845
935,81847
3477,81910
1153,81932
7820,81949
3625,82041
6060,82053
8603,82088
7821,82093
7822,82095
8820,82152
936,82167
6032,82169
1934,82202
8505,82242
9637,82366
6968,82378
1154,82459
3090,82461
937,82499
7823,82527
9210,82534
9638,82641
6721,82667
8843,82684
7160,82744
9639,82765
2730,82767
2816,82848
4543,82852
3841,82854
8118,82857
9211,83086
5274,83132
3478,83134
3726,83177
8664,83270
1320,83349
3091,83369
7824,83374
8720,83480
5628,83601
6030,83613
9212,83796
3479,83803
6819,83827
3842,83910
3843,83969
6820,83976
1063,84152
4336,84156
5442,84187
3626,84189
6936,84240
3844,84246
6821,84273
938,84374
1321,84392
7161,84414
3845,84512
9213,84523
8569,84553
3627,84601
6526,84615
6061,84637
7825,84696
6822,84716
3480,84772
7121,84799
4337,84844
8604,84847
6062,84942
3846,84944
7826,84950
4775,84952
1064,84954
4702,85020
4544,85022
7827,85025
6063,85056
6064,85131
8721,85179
6823,85213
1935,85259
8722,85261
3847,85295
4338,85316
7049,85334
5860,85342
1322,85354
4545,85367
7674,85394
3628,85397
7828,85399
4252,85401
7406,85412
1065,85414
9214,85438
6065,85510
4339,85736
2525,85774
3481,85780
6553,85788
2817,85796
3848,85881
5028,85885
8570,86000
4203,86014
7829,86028
3849,86059
4340,86066
1936,86068
5685,86142
1323,86190
6824,86237
6825,86279
9215,86286
3157,86290
3482,86293
6066,86295
3850,86298
4341,86320
1324,86332
247,86345
4342,86347
9216,86355
3483,86377
5275,86487
3158,86504
939,86548
7830,86593
1325,86628
5039,86644
7675,86668
4776,86721
2526,86781
4204,86815
6358,86817
3484,86833
6067,86835
9217,86864
1326,86880
2131,86882
2991,86892
9218,86898
3092,86911
6826,86922
6068,86960
7050,87028
5669,87192
4205,87194
9219,87197
940,87222
1327,87232
5670,87234
7122,87287
6069,87298
6827,87304
2409,87306
8571,87413
3093,87430
6828,87444
4546,87483
3523,87485
1937,87520
6472,87522
4547,87529
6829,87660
7407,87785
3851,87834
4548,87867
2527,87869
7831,87876
9220,87960
3852,88069
1328,88094
4206,88108
1938,88125
1329,88129
1330,88140
941,88163
7017,88179
4343,88235
8665,88267
7018,88272
9640,88327
4344,88345
7223,88356
1939,88405
8537,88448
7162,88515
9221,88593
7832,88672
9222,88697
6070,88699
1940,88744
3853,88746
3854,88785
942,88810
3855,88812
2818,88911
7019,88932
6071,88954
7020,89028
6830,89030
8079,89039
6072,89047
9641,89072
9223,89085
3485,89087
8119,89090
6554,89118
4777,89190
7708,89208
9642,89281
7833,89305
7834,89343
7051,89386
7835,89388
7836,89427
3486,89470
3094,89492
7676,89580
5686,89582
8538,89586
8605,89678
1066,89745
3159,89753
2528,89759
7021,89761
248,89774
5276,89804
9643,89837
6073,89840
9224,89862
3095,89864
3856,89898
3160,89904
5277,89939
6831,89945
6074,90057
9225,90243
6832,90245
1941,90249
7837,90343
6969,90345
7022,90353
6833,90357
7666,90374
6527,90376
8143,90384
4778,90403
3629,90405
9226,90428
6075,90430
6076,90439
3630,90469
7023,90471
2819,90522
8821,90524
6834,90528
6077,90531
3487,90576
1331,90600
7163,90603
6835,90630
5278,90647
3857,90717
7838,90719
7839,90738
2820,90746
6836,90769
8606,90809
8539,90863
3096,90866
6031,90888
4207,90890
7677,90943
9227,90945
3506,91077
6359,91079
2821,91094
943,91104
4208,91126
6528,91128
9644,91233
4345,91261
8607,91266
7840,91273
4549,91323
7693,91325
8608,91337
8723,91353
3858,91355
3859,91386
8666,91414
4779,91470
5816,91483
1332,91485
8572,91488
1067,91500
249,91529
1942,91535
1333,91542
9228,91571
6078,91622
5817,91628
1943,91630
4209,91653
250,91658
7224,91660
3860,91666
4210,91671
7841,91688
4780,91690
6837,91784
6555,91842
6838,91860
8687,91869
7842,91873
8540,91890
7843,91935
4781,91947
3631,91974
4211,91976
6079,91978
9229,91981
6080,92008
2822,92046
7024,92048
1334,92094
6473,92192
7844,92198
8844,92234
6970,92243
944,92259
4550,92264
9230,92309
7709,92348
6576,92391
3488,92420
6839,92422
2823,92427
5671,92439
2824,92475
3161,92494
6081,92507
3524,92509
3162,92535
6840,92637
3861,92643
7845,92665
9231,92674
8845,92681
4782,92694
8573,92730
7123,92760
6948,92938
8964,92954
3862,93006
5279,93008
3863,93022
7043,93040
2825,93114
8609,93134
7225,93139
9645,93193
9232,93208
7846,93242
4551,93270
3525,93272
3489,93287
3632,93297
8558,93320
2826,93326
6082,93363
4552,93443
9233,93502
1944,93510
6083,93512
6084,93563
9646,93598
6949,93610
2992,93721
8541,93723
8667,93740
6085,93766
4346,93790
4253,93805
9647,93819
4553,93831
2993,93838
2529,93840
4783,93855
7847,93980
7848,93982
8610,93988
7849,94011
4254,94015
6556,94018
945,94070
9234,94122
8574,94130
4255,94150
7164,94160
7124,94262
6086,94266
7850,94323
8822,94325
6978,94405
4554,94478
7851,94494
1945,94503
3864,94661
1946,94677
6841,94735
1947,94777
6087,94780
8611,94799
8542,94810
4256,94833
1068,94864
9648,94867
7852,94896
7853,94919
4784,94931
4555,94953
3490,94959
7165,94985
7166,95004
1948,95067
4731,95088
4703,95105
7653,95135
9235,95145
7167,95147
7168,95149
9236,95163
9237,95165
946,95167
1949,95170
4347,95175
7169,95182
8612,95193
8823,95199
7854,95201
6088,95207
3491,95218
5818,95307
6089,95309
4348,95311
4349,95313
4350,95377
1335,95441
947,95449
7170,95473
7171,95475
7172,95497
9238,95499
7855,95508
948,95510
9239,95519
949,95543
5280,95558
6090,95583
3492,95624
3865,95633
4351,95654
4785,95690
9240,95717
4556,95720
1950,95738
7856,95744
4786,95761
9241,95771
9242,95780
7226,95796
9243,95839
3866,95843
3163,95858
6091,95873
3493,95875
8543,95939
5819,95949
9244,95965
1951,96004
7173,96007
4352,96020
950,96079
6842,96084
3494,96110
7857,96114
6474,96121
8688,96150
7858,96281
8544,96283
4353,96373
6092,96411
6093,96417
7728,96430
1336,96432
5820,96448
8668,96471
1337,96488
8669,96518
8670,96520
7859,96530
7044,96563
2731,96567
1952,96588
2827,96606
3867,96608
1069,96610
4557,96616
1338,96655
3633,96691
7860,96726
4212,96728
4732,96737
2732,96811
7174,96815
2411,96821
2530,96829
9649,96832
3097,96861
3634,96917
3868,96935
8789,96945
7057,96964
8824,96975
951,97024
5821,97168
4558,97172
9650,97188
8671,97194
2828,97225
9245,97230
9651,97285
2829,97304
4733,97306
7861,97328
6475,97470
7175,97643
8545,97665
9652,97701
7862,97742
1339,97752
6950,97757
7176,97785
3869,97836
7863,97858
5822,97860
7678,97866
7864,97870
6843,97904
1953,97913
2531,97921
2733,97923
7865,97936
952,97938
9246,97950
9653,97988
9654,98061
4559,98083
8689,98122
1340,98124
5281,98154
7866,98160
7867,98175
953,98203
7868,98230
6094,98239
5012,98243
3870,98279
7869,98296
3635,98361
3164,98491
9247,98499
9248,98503
1341,98585
4354,98604
4787,98607
9249,98623
9655,98633
9250,98697
9251,98799
1342,98809
7870,98836
7871,98908
2410,98961
7872,99005
4560,99007
9656,99030
8546,99087
3526,99106
4704,99112
251,99114
3871,99117
3872,99122
3873,99130
4355,99145
3098,99149
8807,99191
7873,99415
4788,99437
1954,99532
7874,99574
4462,99636
9252,99638
9657,99721
1343,99728
6095,99750
4213,99764
1344,99813
7875,99846
3874,99853
6096,99910
8846,99917
7876,99992
6844,100044
8547,100068
4561,100083
6845,100106
9658,100159
6097,100163
4562,100194
7877,100226
6846,100277
4356,100302
7878,100304
8808,100306
7879,100326
2734,100383
3875,100390
9659,100397
7880,100487
2830,100498
3876,100507
8825,100527
4357,100553
8120,100556
9660,100579
5645,100611
2532,100714
7227,100737
3636,100810
5029,100843
4789,100882
9661,100906
6098,101025
8847,101070
2831,101072
9253,101074
6099,101076
4358,101088
4790,101112
4563,101142
3877,101283
7881,101360
6100,101362
7058,101415
9254,101423
2533,101525
7882,101529
5823,101531
7883,101577
3527,101612
7177,101739
6847,101741
8548,101765
1070,101864
7884,101884
7885,101895
4359,101962
5030,101973
6462,102007
7886,102025
6101,102033
7178,102058
9662,102066
9663,102070
7179,102084
8848,102088
3099,102123
1345,102125
7887,102165
6937,102194
3165,102217
7888,102278
9664,102338
3878,102378
2132,102407
1346,102445
1955,102481
9255,102590
4360,102602
4361,102666
6102,102684
3879,102686
1956,102716
4564,102720
9256,102735
6848,102742
3880,102747
9257,102749
9665,102760
8849,102800
9666,102802
7889,102819
6849,102823
9258,102852
7890,102880
1347,102903
3881,102984
1957,102993
9259,103027
3100,103042
6529,103048
3637,103075
9667,103085
8121,103107
5824,103137
1958,103141
2832,103171
5443,103210
9668,103219
7891,103221
1959,103228
7180,103233
4362,103235
9260,103245
1071,103249
1348,103253
954,103335
955,103339
3101,103341
9261,103366
1960,103372
1961,103384
7181,103449
9669,103483
7892,103502
6103,103539
7893,103543
7408,103596
3882,103602
5010,103606
9262,103609
6104,103624
6105,103655
9670,103685
3638,103688
7894,103755
1349,103772
1962,103801
1963,103810
1964,103819
7895,103865
1965,103883
2534,103980
4705,103984
9263,104017
3166,104069
7228,104074
7229,104076
7896,104078
7897,104129
7182,104141
1966,104211
4565,104218
1350,104241
6106,104243
7370,104245
6722,104272
2833,104283
5444,104303
8850,104337
3883,104339
956,104374
7183,104419
7184,104457
4566,104644
7898,104760
4363,104780
9264,104837
1072,104841
3102,104863
3884,104875
1351,104879
7899,104906
6577,104908
2834,104913
4567,104925
8851,104944
9265,105020
3528,105037
7900,105121
6557,105197
957,105211
1967,105213
8790,105246
2835,105250
6850,105254
8549,105325
6107,105351
5031,105355
8800,105468
1073,105504
3885,105540
6558,105585
4364,105593
1968,105653
9266,105720
6578,105731
3886,105746
7901,105755
9671,105801
8122,105835
1969,105844
1970,105954
3103,106002
7059,106062
1352,106072
2735,106100
5672,106144
7902,106330
7903,106438
6559,106441
1353,106487
958,106489
1971,106491
1972,106540
7904,106542
3887,106594
5646,106642
6851,106648
959,106696
4214,106766
252,106782
6560,106785
1354,106839
5445,106873
7905,106883
8690,106889
1973,106916
1974,106918
1975,106920
3888,106927
1976,107013
6353,107069
960,107141
4365,107159
5673,107314
2836,107338
3104,107348
3105,107406
4366,107408
4367,107410
4368,107412
9672,107436
9673,107447
1977,107449
9674,107462
2837,107565
4791,107630
7906,107702
7185,107723
9675,107771
8672,107780
1355,107846
7907,107945
3889,107951
6108,107953
7908,107962
7060,107997
9267,107999
3890,108078
9268,108090
1978,108156
7909,108188
1979,108190
9269,108192
4369,108540
7910,108601
4706,108689
7911,108715
4370,108727
2736,108729
7186,108795
6109,108928
1980,108932
1981,108945
3891,108949
4371,108981
6110,109042
8123,109161
7912,109183
6852,109187
7913,109191
3892,109241
4568,109282
7914,109295
8791,109313
7915,109317
7916,109372
961,109374
6853,109383
7917,109416
3529,109483
253,109487
7061,109569
1982,109576
5446,109578
3893,109596
4372,109633
6111,109673
6971,109687
1983,109723
4707,109846
5447,109848
6561,109850
962,109853
1984,109864
6530,109895
8852,109897
8550,109941
6854,109968
8551,109971
1074,110102
6909,110127
1985,110130
9676,110281
9677,110286
6112,110297
4792,110330
6113,110350
6723,110387
2994,110501
9270,110541
1986,110553
4373,110586
9678,110591
8853,110603
7918,110611
7919,110655
4569,110669
4708,110718
4709,110730
9679,110746
4570,110771
4571,110773
8613,110781
7920,110826
4793,110882
1987,111113
3894,111146
3530,111320
3106,111360
1356,111362
6114,111364
4572,111375
8792,111384
6910,111443
9680,111551
1988,111617
4374,111622
2535,111659
7921,111663
7922,111680
2838,111732
1989,111743
1075,111759
1990,111781
9271,111785
7923,111795
8965,111800
6855,111817
1991,111844
8966,111913
2536,111921
963,112006
6115,112070
1992,112138
4740,112171
1993,112175
1357,112183
2537,112290
7924,112303
8552,112316
9272,112326
1358,112334
6531,112370
1359,112421
3531,112450
5032,112454
7230,112460
4573,112497
7088,112512
4734,112515
254,112552
1076,112556
8724,112580
4794,112623
9681,112727
7925,112749
3532,112788
2737,112804
6562,112818
1077,112852
4710,112868
6563,112897
6532,112911
7654,112940
9682,113159
7926,113186
6361,113207
7927,113225
3895,113252
964,113275
7187,113278
8967,113280
9683,113313
6476,113345
6856,113348
7928,113350
2839,113374
3533,113378
965,113394
7929,113416
3896,113453
7930,113532
9684,113565
5674,113573
7062,113604
8854,113705
3107,113741
9685,113780
8987,113829
9273,113849
9686,113862
7931,114028
9687,114044
255,114060
1360,114066
3534,114074
9274,114126
1994,114180
4711,114184
6564,114246
8988,114265
2840,114335
8855,114396
7063,114494
8856,114554
7932,114601
8857,114627
3108,114662
9688,114670
3109,114678
9689,114707
7231,114713
3495,114762
4712,114795
1995,114818
6857,114847
7933,114925
3110,114935
8553,115065
3897,115111
4735,115122
1078,115149
7934,115151
7935,115170
2841,115203
3111,115210
7936,115216
6477,115231
1996,115502
2538,115569
1997,115617
6579,115664
8826,115667
3112,115680
256,115713
9690,115727
9275,115819
7655,115828
1998,115877
6972,115969
9276,116044
6533,116138
9277,116169
7937,116207
4375,116411
7938,116413
7939,116419
6858,116505
8725,116529
8726,116668
3898,116718
8727,116724
3899,116738
1361,116797
4215,116799
3900,116817
1362,116823
7940,116849
7232,116887
2539,116897
9278,116941
9279,116963
4574,116977
7941,116985
7942,117107
3901,117109
8614,117133
1363,117176
5647,117192
6859,117364
1999,117368
4376,117444
4795,117466
7943,117511
2000,117529
6860,117531
4713,117533
6861,117545
2001,117572
2002,117590
9280,117630
5648,117646
6862,117849
2003,117851
9691,117867
8858,117877
2738,117881
4714,117887
5448,117895
2004,117922
9692,118082
4377,118166
5986,118198
7944,118248
3902,118270
9281,118290
7945,118326
7946,118354
7947,118512
3903,118530
3904,118572
3113,118696
6014,118700
7948,118702
6565,118706
6863,118784
7949,118814
3905,118834
3906,118862
6864,118880
4378,118888
3907,118894
4379,118896
1364,118900
7950,118924
4575,118930
4380,118985
7951,118997
7952,119068
2005,119141
966,119145
4576,119153
2006,119155
5649,119167
9282,119218
7953,119655
3908,119714
9283,119828
2007,119964
8685,120130
4381,120138
1079,120466
4382,120478
4383,120625
4715,120635
7954,120637
6865,120761
7955,120783
6033,120799
8691,120807
3909,120813
9284,120827
8968,120919
3910,121007
9285,121035
3911,121097
8673,121099
8736,121129
6866,121169
6140,121171
4736,121231
6724,121253
3912,121338
3913,121342
4577,121372
4578,121374
3914,121469
4579,121715
3915,121781
3916,122092
8859,122246
9286,122260
9287,122433
7956,122490
9288,122627
257,122882
6580,122884
1080,122886
8860,122888
4796,122890
1365,122892
2008,122896
2842,122898
1366,122900
7233,122902
1081,122904
5449,122906
2134,122912
2135,122916
1367,122918
1368,122920
1082,122922
1083,122924
1369,122926
7957,122932
4580,123200
9289,123310
5282,123545
5650,123553
3535,123947
3917,124273
3918,124404
8642,124484
8989,124851
6867,124853
7958,124859
7959,125221
8709,125914
2540,125916
3919,125970
3920,125974
3921,126088
4384,126090
8615,126142
7960,126420
4385,126426
4386,126430
7234,126482
2009,126548
3922,126577
3923,126921
3924,127052
4797,127096
4387,127098
6534,127108
6868,127114
4581,127116
7656,127130
7961,127132
3925,127134
7962,127136
2843,127146
4582,127152
8692,127164
6869,127172
6870,127180
4716,127184
7963,127194
4691,127198
3536,127202
6871,127204
5450,127212
6872,127298
7964,127319
6478,127323
4583,127390
3926,128087
3927,128089
4584,128097
4585,128099
9290,128197
2541,128360
3928,128366
4717,128488
3114,128512
3537,128520
8728,128542
7965,128592
3929,128594
1370,128620
2844,128695
9291,128736
8827,128832
9693,128838
5651,128842
3930,128852
6873,128900
6874,128902
8969,128908
4586,128914
3931,128944
3932,128968
4587,128975
6875,128991
3933,129011
8616,129229
7966,129250
9694,129313
7967,129333
3934,129354
8970,129397
967,129428
4388,129514
7968,129657
7969,129659
4588,129737
9292,129779
6479,129937
9695,130050
9696,130052
8617,130073
7970,130083
4589,130087
5652,130444
2010,130450
3935,130452
6939,130482
4798,130490
8793,130498
3936,130518
3937,130520
6480,130576
4718,130578
5040,130634
7235,130686
9697,130840
7387,130842
4389,130970
4390,130976
4391,130978
3538,131013
4719,131023
3938,131098
3939,131104
3940,131130
4392,131237
3941,131439
7971,131480
9293,131578
3942,131610
6141,131656
4720,131714
258,131724
8585,131739
4799,131749
6566,131796
3943,131826
4800,131920
7236,131934
4216,132046
9294,132084
3944,132153
2011,132157
7972,132333
8861,132335
9295,132362
3945,132422
2739,132424
8971,132454
7973,132462
7974,132488
3946,132496
3947,132584
7975,132618
2133,132660
6567,132796
3948,132800
7064,132888
6725,133115
7976,133195
4801,133217
7977,133281
7978,133365
7979,133377
2012,133419
7980,133545
8972,133645
3949,133712
4393,133716
4802,133771
5033,133780
7981,133782
7982,133798
6876,133802
9698,133832
3950,133867
3951,133879
3952,134004
6877,134019
7983,134021
4394,134041
4395,134095
4396,134109
1084,134130
7984,134158
2845,134170
4397,134184
5987,134214
8862,134246
8693,134248
4398,134252
4399,134326
3953,134334
2013,134368
2014,134393
2846,134515
7188,134524
6535,134528
8729,134775
6536,134783
6878,134796
6537,134808
3954,134847
4400,134849
1085,134853
7985,134859
4590,134861
4217,134881
2015,135133
4591,135137
2847,135143
8700,135198
8643,135216
8863,135288
4592,135436
2848,135456
3115,135518
4721,135532
9699,135534
2016,135536
4803,135567
1371,135569
3955,135777
9296,135787
9700,135803
9701,135815
2017,135861
8730,135885
2018,135887
3956,135937
9297,136012
2019,136016
2849,136018
968,136020
6879,136024
9298,136297
2850,136305
3957,136341
3958,136353
3959,136355
3960,136359
4593,136443
4401,136445
4402,136447
6538,136449
7692,136469
4594,136471
3961,136503
4595,136511
7409,136540
8913,136556
4722,136562
2851,136564
4596,136598
8864,136602
7986,136654
7987,136664
4723,136666
7988,136778
7989,136786
7990,136800
7991,136816
3962,136834
8618,136838
8619,136840
6940,136850
7992,136859
2542,136864
5988,136912
8644,136958
9299,137218
2740,137337
9300,137345
7993,137517
969,137595
2852,137857
9301,137859
7189,137863
2020,138036
2021,138186
3539,138204
2853,138208
4724,138210
5034,138396
7994,138546
9702,138610
9703,138632
9302,138702
6539,138798
4403,138835
6880,138966
7995,139052
9303,139130
3963,139157
1372,139385
7996,139415
9704,139511
3964,139640
2022,139642
2854,139644
9705,139655
2023,139717
8828,139747
4804,139855
7997,139857
9304,139859
2024,139915
3965,139994
6581,140016
4404,140038
970,140110
3966,140133
6881,140162
2741,140174
7998,140237
2742,140247
4405,140265
9706,140267
1373,140289
2025,140301
5653,140359
3967,140481
8584,140523
7999,140525
3968,140541
3969,140561
6568,140627
3970,140711
2743,140715
6142,140725
6882,140737
6883,140816
8000,140850
9305,140852
2855,140928
5631,140956
4725,141004
8973,141131
9707,141400
4805,141408
8001,141422
3971,141513
3972,141544
3973,141646
8865,141668
1374,141688
4692,141718
6973,141749
9708,141799
4406,141810
4407,141816
4408,141818
4409,141820
3974,141830
4410,141836
4411,141844
9347,141846
8794,141866
6974,141890
3975,141928
8645,141994
4412,142020
8749,142056
2856,142074
6127,142115
3976,142196
3116,142222
9709,142366
7237,142372
4806,142420
4597,142422
8002,142424
3977,142444
2857,142448
4807,142456
1375,142488
8866,142507
4808,142509
2026,142536
3978,142550
8795,142558
9710,142598
2858,142602
3979,142831
2859,142961
2860,142997
8003,143001
3980,143031
2027,143245
8004,143255
8005,143257
3117,143355
6116,143365
6117,143367
1086,143385
8006,143410
4741,143458
8007,143472
4413,143511
6884,143525
3981,143559
2861,143859
6885,143896
2862,143969
1376,144210
3982,144222
8008,144262
8674,144352
6886,144478
9306,144522
4598,144606
8009,144620
8010,144714
8011,144716
8731,144734
4737,144976
6887,145080
8012,145150
1377,145283
6569,145418
3983,145491
9307,145724
9308,145745
2744,145839
7065,145935
9711,145951
4414,145994
6143,146024
4415,146028
6118,146210
3984,146244
9712,146309
2745,146656
5654,146662
8694,146682
3985,146684
8013,146688
8014,146730
3986,146986
6888,147002
4809,147142
4416,147196
4417,147250
4418,147282
4419,147286
4420,147300
4421,147326
4422,147328
4423,147330
5655,147372
5656,147374
5657,147376
5658,147378
5659,147380
5660,147382
5661,147384
3987,147410
9713,147657
9714,147662
3988,147936
9715,148166
7066,148172
8796,148238
6889,148424
8015,148482
8016,148592
1378,148626
3989,148632
4599,148652
8695,148667
6570,148671
2028,148675
8017,148709
3990,148775
8797,148881
6119,148888
4600,148956
5451,148978
8124,148982
9716,149011
4810,149144
4811,149146
8646,149330
6582,149334
3991,149350
3992,149352
3540,149354
2029,149380
2863,149406
3993,149508
3994,149566
8018,149590
8019,149612
4812,149830
4813,149902
8867,150254
8020,150401
1379,150548
3995,150554
5662,150596
8021,150604
6890,150696
8732,150993
8125,151311
8022,151315
8023,151317
4814,151455
9309,151479
8024,151501
8974,151557
8025,151559
8026,151653
8868,151687
4815,151695
3541,151739
8027,151745
2864,151759
6034,151763
4424,151769
8028,151777
9310,151781
8675,152037
8869,152063
6891,152065
8870,152071
1087,152077
7238,152079
1088,152081
4816,152083
8029,152085
4817,152091
8030,152105
7190,152173
5035,152270
4818,152284
9717,152372
4425,152591
8031,152658
8126,152711
4819,152970
8871,153070
9311,153236
3996,153386
3997,153408
8032,154065
7657,154358
8798,154975
4820,155064
1380,155168
7067,155288
8033,155358
4601,155509
3998,155589
8034,155659
8035,155743
6892,155774
4602,155812
7068,155820
8036,155892
3999,156025
4821,156371
4822,156387
8037,156553
8872,156605
2865,156607
4603,156609
9312,156675
8038,156706
6583,156726
4000,156781
6975,156783
1381,157108
1382,157110
8039,157122
8040,157130
8041,157172
8042,157200
8043,157270
4001,157296
4604,157312
8044,157340
5452,157369
8045,157407
8046,157432
4605,157699
4002,157775
9313,157865
8047,158022
6571,158027
5453,158035
1383,158238
7239,158254
9314,158388
4003,158398
4426,158402
6584,158528
9718,158721
4823,158783
4606,158813
8647,158830
6893,158842
1089,158872
9315,158874
4004,158882
8048,158956
3118,158966
1384,158972
9316,159061
4005,159069
8049,159077
1385,159093
4607,159161
8050,159193
9317,159403
4824,159415
4608,159441
8648,159510
8051,159690
4825,159717
4609,159755
5663,159779
4427,159811
2746,159817
8696,159849
6585,159858
6894,159976
4610,160080
4611,160271
4612,160289
9719,160341
6572,160400
8676,160422
1386,160438
8052,160440
9720,160527
4826,160563
2030,160565
4006,160567
2866,160569
8649,160571
8053,160573
8127,160644
8054,160646
6895,160684
5013,160718
8055,160730
9721,160836
6494,160848
2031,160872
6120,160954
9318,160978
1090,160980
9319,161008
4613,161024
9320,161032
9321,161044
7054,161127
3119,161131
8056,161290
7191,161354
4614,161580
1387,161582
5454,161594
4827,161634
8057,161830
8058,161918
5675,161922
4828,161966
4829,162082
4615,162344
1388,162350
8128,162414
4616,162478
4830,162578
8677,162590
7192,162598
5989,162600
4617,162602
1389,162606
8059,162828
5455,162968
5456,162982
7193,163056
4428,163072
4429,163112
4430,163134
4431,163386
4007,163527
8975,163639
2747,163645
8697,163653
9322,163809
4432,163925
9722,163937
9723,163981
6573,163985
1390,164179
4008,164200
4009,164226
2867,164280
8733,164367
8060,164375
8698,164540
8061,164647
8129,164655
4010,164707
8062,164753
4831,164881
2032,164909
5457,164917
8063,165075
6938,165101
4618,165103
8064,165139
8065,165343
8066,165347
4619,165483
8678,165489
9323,165529
6481,165549
4726,165551
5458,165635
5459,165639
4620,165645
4621,165671
4622,165843
4623,165947
4433,165959
2868,165969
1391,166015
7658,166024
4434,166183
5664,166203
5460,166291
4624,166461
2033,166492
8873,166526
1091,166528
3120,166534
7194,166558
7659,166568
1092,166635
2748,166643
8874,166705
6976,166946
4011,167018
2034,167036
8130,167064
8750,167296
2869,167370
4012,167380
8650,167538
7660,167570
4625,167634
9324,167706
4693,167732
4626,167746
4013,167772
4832,167790
4014,167854
8976,168026
5461,168090
4627,168144
8801,168174
5462,168218
2035,168248
3121,168250
1392,168252
2870,168254
4833,168266
4628,168326
8067,168350
8651,168358
5676,168366
4629,168418
8068,168456
2871,168492
9325,168608
6896,168612
4630,168632
8748,168712
4631,168846
6495,169034
8069,169180
9326,169670
9327,169904
4015,169912
9328,169958
7195,169982
6121,169984
7661,169992
7240,170289
9329,170297
6897,170355
4632,170357
4633,170399
4634,170401
4435,170411
9330,170551
4436,170597
5677,170697
2872,170705
4437,170777
4635,170813
4636,170817
3122,170827
4016,170837
2873,170875
4637,170897
5463,170907
4638,170937
7395,170939
8875,170945
4639,170957
4017,170993
2749,171011
1393,171023
4640,171251
6898,171495
4641,171631
9331,171695
2874,171701
4438,171749
4018,171751
2875,171759
3123,171763
6496,171765
4019,171811
4642,171867
4643,171891
8977,171917
2876,172013
4644,172215
9332,172229
9333,172233
9334,172253
4020,172321
2877,172461
7196,172497
4645,172547
4439,172577
4440,172583
4441,172585
4442,172587
4443,172589
3124,172591
4444,172637
5464,172705
4445,172793
4446,172825
7197,172875
7198,172881
7199,172887
4447,172909
5036,173145
6899,173197
7662,173205
7663,173209
5465,173235
4021,173253
4646,173255
6900,173291
2036,173307
6901,173317
4448,173351
4449,173355
4450,173535
4451,173619
8070,173751
9335,173873
3125,173925
6122,173941
4452,173963
4647,174045
3126,174053
2878,174055
2879,174141
2880,174403
5466,174479
4453,174551
4022,174681
9336,174727
2881,174737
4648,174815
5678,174909
5679,175197
6586,175199
4454,175293
3127,175303
4455,175387
4456,175397
4457,175401
4458,175431
4459,175435
5467,175475
2882,175485
6123,175569
4649,175577
5468,175585
2883,175661
2884,175693
2885,175705
2886,175707
2887,175743
2888,175781
8978,176051
1394,176101
4650,176329
2136,176371
7055,176389
8701,176413
8702,176415
8876,176419
7664,176423
7056,176579
3128,176601
4023,176621
6977,176751
4024,176805
7200,176935
4025,177185
5469,177285
1395,177593
5037,177615
6574,177763
4026,177765
5470,177939
5990,178061
5471,178111
9337,178129
4651,178323
4460,178613
8979,178615
5472,178827
9338,179053
2889,179073
